questionID,question,answer,transcript,typeID
Q11,"['Number of days Total distance Price (per person) Includes', 'Trip One 12 days 7 ________ km £525 •accommodation •car •one 8 ________', 'Trip Two 9 days 980 km 9 £________ •accommodation •car •10 ________']","['2020', 'flight', '429', 'dinner']","Andrea: I don’t think so. We want some time for sunbathing and swimming. So how many days are the trips and how 
much do they cost?
Jamie: The first one I told you about is a self-drive tour through California which lasts twelve days and covers 2.020 
kilometres [7]. The shortest journey is 206 km and the longest is 632 kilometres. The cost is ?525 per person. That 
includes accommodation, car rental and a flight [8] but no meals.
Andrea: And the other trip?
Jamie: That lasts nine days but you spend only three days on the road. You cover about 980 kilometres altogether.
Andrea: So is that cheaper then?
Jamie: Yes, it's almost a hundred pounds cheaper. It’s ?429 per person [9], which is a good deal.
Andrea: So that covers accommodation and car hire. What about flights?
Jamie: They aren’t included. But these hotels offer dinner in the price [10].
Andrea: Well, thank you very much. I'll be in touch when I’ve had a chance to look at the brochure.
Jamie: I’m pleased to help. Goodbye.",T001
Q12,"['Which TWO facilities at the leisure club have recently been improved?', 'A the gym', 'B the tracks', 'C the indoor pool', 'D the outdoor pool', 'E the sports training for children']","['A', 'C']","Sandy Fisher: On behalf of LP Clubs, I’d like to welcome you all here today. My name’s Sandy Fisher and I'm one of 
the fitness managers here. Before we start our tour of the club I'll just run through some basic information about the 
facilities we have here, including recent improvements, and explain the types of membership available.
Our greatest asset is probably our swimming pool which at 25 metres isn't Olympic-sized, but now we've expanded it to 
eight lanes, it’s much wider [11/12]. This means there are rarely more than a couple of people at a time in each lane. 
Unfortunately, there isn’t space for an outdoor pool here [11/12] but the glass roof on the swimming pool is partly 
retractable, which means you can enjoy something of the open-air experience on warmer days.
Our recently refurbished fitness suite has all the latest exercise equipment including ten new running machines, and a 
wide range of weight-training machines. Each member is given full training in how to operate the equipment and there is 
always a trainer on duty to offer help and advice. Although we do have adult-only times after 6 and at certain times at 
weekends, children are well catered for. Older children continue to benefit from a wide range of tuition; anything from 
trampolining to yoga.",T005
Q13,"['Joining the leisure club', 'Personal Assessment', '• New members should describe any 13 ________ .', '• The 14 ________ will be explained to you before you use the equipment.', '• You will be given a six-week 15 ________ .', 'Types of membership', '• There is a compulsory £90 16 ________ fee for members.', '• Gold members are given 17 ________ to all the LP clubs.', '• Premier members are given priority during 18 ________ hours.', '• Premier members can bring some 19 ________ every month.', '• Members should always take their 20 ________ with them.']","['health problems', 'safety rules', 'plan', 'joining', 'free entry', 'peak', 'guests', 'photo card / photo cards']","One thing all our members appreciate about us is that we take very good care of them. This starts on day one with your 
personal assessment. You are asked to fill in a questionnaire giving details of any health problems [13]. One of our 
personal trainers will then go through this with you.
The trainer will then take you through the safety rules for using the equipment in the fitness suite [14]. During your next 
exercise session a personal trainer will work with you to make sure you understand these. It's very important to do this 
because we really do want to avoid having any sports injuries. There's a lot more to looking after yourself than simply 
lifting weights!
At the end of the personal assessment, the trainer will draw up a plan, outlining what you should try to achieve within a 
six-week period[15]. This will then be reviewed at the end of the six weeks.
Now, I’ll just quickly run through the types of membership we have available. All members must pay a joining fee of 
£90 [16] in addition to the rates for the monthly membership fees. Gold membership entitles you to free entry at all LP 
Clubs [17]. There are now LP clubs in all major cities and towns so if you travel a lot this will be a great advantage. 
Individual gold membership costs £50 a month and joint membership for you and your partner will cost £75.
Premier membership is for professional people whose work commitments make it difficult for them to use the club 
during the day and so LP gives booking preferences to Premier members at peak times [18]. This means you will find it 
easier to book the sessions at times that suit you. Reciprocal arrangements with other LP Clubs are available to Premier 
members. Premier membership is for individuals only, but you will be sent passes for quests every month [19]. The 
monthly fee is £65.
You don’t have to have any special clothes or equipment when you visit the club. We provide robes and hairdryers in the 
changing rooms, but it’s very important to remember your photo card because you won’t be able to get in without it [20].",T011
Q14,"['Global Design Competition', '21 Students entering the design competition have to', 'A produce an energy-efficient design.', 'B adapt an existing energy-saving appliance.', 'C develop a new use for current technology.', '22 John chose a dishwasher because he wanted to make dishwashers', 'A more appealing.', 'B more common.', 'C more economical.', '23 The stone in John’s ‘Rockpool’ design is used', 'A for decoration.', 'B to switch it on.', 'C to stop water escaping.', '24 In the holding chamber, the carbon dioxide', 'A changes back to a gas.', 'B dries the dishes.', 'C is allowed to cool.', '25 At the end of the cleaning process, the carbon dioxide', 'A is released into the air.', 'B is disposed of with the waste.', 'C is collected ready to be re-used.']","['C', 'A', 'B', 'A', 'C']","John: Erm... hello professor, I’m John Wishart. I'm working on my entry for the Global Design Competition. My tutor 
said you might be able to help me with it.
Professor: Ah, yes, I got a copy of your drawings. Come in and tell me about it. What sort of competition is it?
John: Well, it’s an international design competition and we have to come up with a new design for a typical domestic 
kitchen appliance.
Professor: I see, and are there any special conditions? Does it have to save energy for example?
John: Actually that was the focus in last year’s competition. This year’s different. We have to adopt an innovative 
approach to existing technology, using it in a way that hasn’t been thought of before [21].
Professor: I see, that sounds tricky. And what kitchen appliance have you chosen?
John: Well, I decided to choose the dishwasher.
Professor: Interesting, what made you choose that?
John: Well, they’re an everyday kitchen appliance in most Australian houses but they’re all pretty boring and almost 
identical to each other. I think some people will be prepared to pay a little extra for something that looks different [22].
Professor: That’s a nice idea. I see you’ve called your design 'the Rockpool’; why is that?
John: Basically because it looks like the rock pools you find on a beach. The top is made of glass so that you can look 
down into it.
Professor: And there’s a stone at the bottom. Is that just for decoration?
John: Actually it does have a function. Instead of pushing a button, you turn the stone [23].
Professor: So it’s really just a novel way of starting the dishwasher [23].
John: That's right.
Professor: It’s a really nice design, but what makes it innovative?
John: Well, I decided to make a dishwasher that uses carbon dioxide.
Professor: In place of water and detergent? How will you manage that?
John: The idea is to pressurise the carbon dioxide so that it becomes a liquid. The fluid is then released into the 
dishwasher where it cleans the dishes all by itself.
Professor: Sounds like a brilliant idea! Your system will totally do away with the need for strong detergents. So what 
happens once the dishes are clean?
John: Well, to allow them to dry, the liquid carbon dioxide and the waste materials all go to an area called the holding 
chamber. That's where the liquid is depressurised and so it reverts to a gas [24]. Then the oil and grease are separated out 
and sent to the waste system.
Professor: It sounds like you’ve thought it all out very thoroughly. So, what happens to the carbon dioxide once the 
process is complete? Not wasted I hope.
John: Actually, that’s where the real savings are made. The carbon dioxide is sent back to the cylinder and can be used 
again and again [25].
Professor: What a terrific idea. Do you think it will ever be built?
John: Probably not, but that’s OK.
Professor: Well, I'm sure a lot of positive things will come out of your design.",T007
Q15,"['• John needs help preparing for his 26 ________ .', '• The professor advises John to make a 27 ________ of his design.', '• John’s main problem is getting good quality 28 ________ .', '• The professor suggests John apply for a 29 ________ .', '• The professor will check the 30 ________ information in John’s written\nreport.']","['presentation', 'model', 'material/materials', 'grant', 'technical']","Professor: Now, you seem to have thought about everything so what exactly did you need me to help you with?
John: Well, my design has made it to the final stage of the competition and, in a few months’ time, I have to give a 
presentation, and that's the part I was hoping you could help me with [26].
Professor: Right, well that should be easy enough. What have you managed to do so far?
John: Well, I’ve got detailed drawings to show how it will work and I’ve also written a 500-word paper on it.
Professor: I see. Well, if you want to stand a good chance of winning you really need a model of the machine [27].
John: Yes, I thought I might but I’m having a few problems.
Professor: What is the main difficulty so far? Let me guess - is it the materials? [28]
John: Yes. I want it to look professional but everything that’s top quality is also very expensive [28].
Professor: Look, projects like this are very important to us. They really help lift our profile. So why don’t you talk to the
university about a grant [29]? I can help you fill out the application forms if you like.
John: That would be great.
Professor: You’d better show me this paper you’ve written as well [30]. For a global competition such as this you need 
to make sure the technical details you’ve given [30] are accurate and thorough.
John: That would be a great help.
Professor: Is there anything else I can do?",T011
Q16,"['THE SPIRIT BEAR', 'General facts', '• It is a white bear belonging to the black bear family.', '• Its colour comes from an uncommon 31 ________.', '• Local people believe that it has unusual 32 ________.', '• They protect the bear from 33 ________.', 'Habitat', '• The bear’s relationship with the forest is complex.', '• Tree roots stop 34 ________ along salmon streams.', '• The bears’ feeding habits provide nutrients for forest vegetation.', '• It is currently found on a small number of 35 ________.', 'Threats', '• Habitat is being lost due to deforestation and construction of\n36 ________ by logging companies.', '• Unrestricted 37 ________ is affecting the salmon supply.', '• The bears’ existence is also threatened by their low rate of 38 ________.', 'Going forward', '• Interested parties are working together.', '• Logging companies must improve their 39 ________ of logging.', '• Maintenance and 40 ________ of the spirit bears’ territory is needed.']","['gene', 'power/powers', 'strangers', 'erosion', 'islands', 'roads', 'fishing', 'reproduction', 'method/methods', 'expansion']","Narrator: Today we continue our series on ecology and conservation with a look at a particularly endangered member of
the black bear family. One in ten black bears is actually born with a white coat, which is the result of a special gene that 
surfaces in a few [31]. Local people have named it ‘the spirit bear'. And according to the legends of these communities, 
its snowy fur brings with it a special power [32]. Because of this, it has always been highly regarded by them - so much 
that they do not speak of seeing it to anyone else. It is their way of protecting it when strangers visit the area [33].
The white bear’s habitat is quite interesting. The bear’s strong relationship with the old- growth rainforest is a complex 
one. The white bear relies on the huge centuries-old trees in the forest in many ways. For example, the old-growth trees 
have extremely long roots that help prevent erosion of the soil along the banks of the many fish streams [34]. Keeping 
these banks intact is important because these streams are home to salmon, which are the bear’s main food source. In 
return, the bear’s feeding habits nurture the forest. As the bears eat the salmon, they discard the skin and bones in great 
amounts on the forest floor, which provide vital nutrients. These produce lush vegetation that sustains thousands of other 
types of life forms, from birds to insects and more.
Today, the spirit bear lives off the coast of the province of British Columbia on a few islands [35]. There is great concern 
for their survival since it is estimated that less than two hundred of these white bears remain. The best way to protect 
them is to make every effort to preserve the delicate balance of their forest environment - in other words, their 
ecosystem.
The greatest threat to the bear’s existence is the loss of its habitat. Over many years, logging companies have stripped the
land by cutting down a large number of trees. In addition, they have built roads which have fractured the areas where the 
bear usually feeds [36], and many hibernation sites have also been lost . The logging of the trees along the streams has 
damaged the places where the bears fish. To make matters worse, the number of salmon in those streams is declining 
because there is no legal limit on fishing [37] at the moment.
All these influences have a negative impact on the spirit bear’s very existence, which is made all the more fragile by the 
fact that reproduction among these bears has always been disappointingly low [38].
And so, what's the situation going forward? Community organisations, environmental groups and the British Columbia 
government are now working together on the problem.
The government is now requiring logging companies to adopt a better logging method [39], which is a positive step. 
However, these measures alone may not be sufficient to ensure a healthy population of the spirit bear in the future.
Other steps also need to be taken. While it is important to maintain the spirit bear’s habitat, there also needs to be more 
emphasis on its expansion [40]. The move is justified as it will also create space for other bears that are losing their 
homes...",T011
Q17,"['Name: Luisa _______', 'Address: _______ White Stone Road', 'Postcode: _______', 'Occupation: _______', 'Reason for visit to town: to go to the _______', 'Suggestions for improvement:\n• better _______', '• have more footpaths', '• more frequent _______', 'Things that would encourage cycling to work:\n• having _______ parking places for bicycles', '• being able to use a _______ at work', '• the opportunity to have cycling _______ on busy roads']","['Hardie', '19', 'GT82LC', 'hairdresser', 'dentist/dentist’s', 'lighting', 'trains', 'safe', 'shower', 'training']","Interviewer: Excuse me. Luisa: Yes? Interviewer: I wonder if you could spare a few minutes to do a survey on transport. It won't take long. Luisa: No, that’s fine. Interviewer: Lovely. The survey is on behalf of the local council. They’d like to know about what transport you use and any suggestions for improvement. Can I start by asking you how you travelled to town today? Luisa: Sure. I came on the bus. Interviewer: Great. Now can I get a few details about yourself? Luisa: OK. Interviewer: What’s your name? Luisa: It’s Luisa.... Interviewer: Yes? Luisa: Hardie [1]. Interviewer: Can you spell that, please? Luisa: Yes, it’s H-A-R-D-I-E [1]. Interviewer: Great. Thanks. And can I have your address? Luisa: It’s 19 , White Stone Road [2]. Interviewer: Oh, right'. I know that area. It’s Bradfield, isn’t it? Luisa: That’s right. Interviewer: Is the postcode GT7? Luisa: It’s actually G-T-8-2-L-C [3]. Interviewer: Great. And could I ask what your job is? Are you a student? Luisa: I’ve actually just finished my training. I'm a hairdresser [4]. Interviewer: Oh, right. And one more question in this section. What is the reason for you coming into town today? Luisa: Actually it’s not for shopping today, which would be my normal reason, but to see the dentist [5]. Interviewer: Right. Thanks. Interviewer: Now in this last section I’d like you to give us some ideas about the facilities and arrangements in the city for getting to and from work, er, any suggestions you have for improvements. Luisa: Well, something I’ve thought about for some time is that when I do walk and I’m doing a later shift, I think the lighting should be better [6]. Interviewer: Yes, good point. Luisa: And of course, I think it’s a real shame they’ve been cutting down on the number of footpaths. They should have more of those. Then people would walk more. Interviewer: Yes, right. Luisa: And, I don’t think there are enough trains. That’s why I don’t use them - you have to wait so long [7]. Interviewer: Thanks. And finally I’d like to ask your opinion on cycling. As you may know, there’s a drive in the city to get more people to cycle to work. Luisa: Right. Interviewer: But we realise that there are things which the council, but also employers, might do to help encourage workers to cycle to work. Luisa: Yep. Well, I have thought about it and where I work there are no safe places to leave your bikes [8]. Interviewer: OK. Luisa: And also, I’d have to cycle uphill and on a hot day I’d arrive at work pretty sweaty so I think I’d need a shower somewhere at work [9]. Interviewer: Right. Luisa: And I suppose the last thing is that I wouldn’t be all that confident about cycling on such busy roads. I think I'd like to see you offering training for that [10], you know, I’d feel a lot better about starting if that was the case. Interviewer: Well, that’s very helpful. Thank you very much for your time. Luisa: No problem. Bye.",T002
Q18,"['11 The idea for the two new developments in the city came from\nA local people\nВ the City Council\nC the SWRDC', '12 What is unusual about Brackenside pool?\nA its architectural style\nВ its heating system\nC its method of water treatment', '13 Local newspapers have raised worries about\nA the late opening date\nВ the cost of the project\nC the size of the facilities', '14 What decision has not yet been made about the pool?\nA whose statue will be at the door\nВ the exact opening times\nC who will open it']","['A', 'C', 'C', 'A']","Narrator: Good morning. I’m very pleased to have this opportunity to say a little about two exciting new developments in the city: the Brackenside Open-Air Swimming Pool and the children’s Adventure Playground in Central Park. As many of you may know, the idea for these initiatives came from you, the public [11], in the extensive consultation exercise which the City Council conducted last year. And they have been realised using money from the SWRDC - the South West Regional Development Commission. First of all, Brackenside Pool. As many of the older members of the audience will remember, there used to be a wonderful open-air pool on the sea front 30 years ago but it had to close when it was judged to be unsafe. For the design of this new heated pool, we were very happy to secure the talents of internationally renowned architect Ellen Wendon, who has managed to combine a charming 1930s design, which fits in so well with many of the other buildings in the area, with up-to-the-minute features such as a recycling system - the only one of its kind in the world - which enables seawater to be used in the pool [12]. Now, there has been quite a bit of discussion in the local press about whether there would be enough room for the number of visitors we’re hoping to attract [13], but the design is deceptive and there have been rigorous checks about capacity. Also, just in case you were wondering, we’re on schedule for a June 15th opening date and well within budget: a testimony to the excellent work of local contractors Hickman’s. We hope that as many people as possible will be there on June 15th. We have engaged award winning actress Coral White to declare the pool open and there’ll be drinks and snacks available at the pool side. There'll also be a competition for the public to decide on the sculpture we plan to have at the entrance: you will decide which famous historical figure from the city we should have [14].",T007
Q19,"['15 Asia _______', '16 Antarctica _______', '17 South America _______', '18 North America _______', '19 Europe _______', '20 Africa _______']","['E', 'F', 'D', 'H', 'A', 'B']","And now, moving on to the Central Park Playground, which we’re pleased to announce has just won the Douglas Award for safety: the news came through only last week. The unique design is based on the concept of the Global Village, with the playground being divided into six areas showing different parts of the world - each with a representative feature. For example, there is a section on Asia, and this is represented by rides and equipment in the shape of snakes, orangutans, tigers and so on - fauna native to the forests of the region. [15] Moving south to the Antarctic - we couldn’t run to an ice rink I’m afraid but opted instead for climbing blocks in the shape of mountains [16] - I thought they could have had slides for the glaciers but the designers did want to avoid being too literal! Then on to South America - and here the theme is El Dorado - games replicating the search for mines full of precious stones [17]. And then moving up to North America, here there was considerable debate, I know the contribution of cinema and jazz was considered but the designers finally opted for rockets and the International Space Station [18]. Eastwards to Europe then, and perhaps the most traditional choice of all the areas: medieval castles and other fortifications [19]. Then last, but not least, moving south to Africa and a whole set of wonderful mosaics to represent the great rivers [20] of this fascinating and varied continent. Now, the opening date for our Global Playground is 10th July. And again we'd love to see you there - so make a date and come and see this magnificent, original new amenity right in the heart of the city.",T006
Q20,['Which TWO hobbies was Thor Heyerdahl very interested in as a youth?\nA camping\nВ climbing\nC collecting\nD hunting\nE reading'],"['B', 'C']","Victor: Right, well, for our presentation shall I start with the early life of Thor Heyerdahl? Olivia: Sure. Why don’t you begin with describing the type of boy he was, especially his passion for collecting things [21]. Victor: That’s right, he had his own little museum. And I think it’s unusual for children to develop their own values and not join in their parents’ hobbies. I’m thinking of how Heyerdahl wouldn’t go hunting with his dad, for example. Olivia: Yeah, he preferred to learn about nature by listening to his mother read to him. And quite early on he knew he wanted to become an explorer when he grew up. That came from his camping trips he went on in Norway I think... Victor: No, it was climbing that he spent his time on as a young man [22].",T005
Q21,['Which do the speakers say are the TWO reasons why Heyerdahl went to live on an island?\nA to examine ancient carvings\nВ to experience an isolated place\nC to formulate a new theory\nD to learn survival skills\nE to study the impact of an extreme environment'],"['B', 'E']","Olivia: Oh, right... After university he married a classmate and together, they decided to experience living on a small island, to find out how harsh weather conditions shaped people’s lifestyles [23]. Victor: As part of their preparation before they left home, they learnt basic survival skills like building a shelter. I guess they needed that knowledge in order to live wild in a remote location with few inhabitants, cut off by the sea, which is what they were aiming to do [24].",T005
Q22,"['25 According to Victor and Olivia, academics thought that Polynesian migration from the east was impossible due to\nA the fact that Eastern countries were far away.\nВ the lack of materials for boat building.\nC the direction of the winds and currents.', ""26 Which do the speakers agree was the main reason for Heyerdahl's raft journey?\nA to overcome a research setback\nВ to demonstrate a personal quality\nC to test a new theory"", '27 What was most important to Heyerdahl about his raft journey?\nA the fact that he was the first person to do it\nВ the speed of crossing the Pacific\nC the use of authentic construction methods', '28 Why did Heyerdahl go to Easter Island?\nA to build a stone statue\nВ to sail a reed boat\nC to learn the local language', '29 In Olivia’s opinion, Heyerdahl’s greatest influence was on\nA theories about Polynesian origins.\nВ the development of archaeological methodology.\nC establishing archaeology as an academic subject.', '30 Which criticism do the speakers make of William Oliver’s textbook?\nA Its style is out of date.\nВ Its content is over-simplified.\nC Its methodology is flawed.']","['A', 'C', 'C', 'A', 'B', 'A']","Olivia: An important part of your talk should be the radical theory Heyerdahl formed from examining mysterious ancient
carvings that he happened to find on the island. I think you should finish with that. Victor: OK. Olivia: All right, Victor, so after your part I’ll talk about Thor Heyerdahl’s adult life, continuing from the theory he had about Polynesian migration. Up until that time of course, academics had believed that humans first migrated to the islands in Polynesia from Asia, in the west. Victor: Yes, they thought that travel from the east was impossible, because of the huge, empty stretch of ocean that lies between the islands and the nearest inhabited land[25]. Olivia: Yes, but Heyerdahl spent ages studying the cloud movements, ocean currents and wind patterns to find if it was actually possible. And another communities lying to the east of Polynesia. But Heyerdahl knew they made lots of coastal voyages in locally built canoes. Victor: Yes, or sailing on rafts, as was shown by the long voyage that Heyerdahl did next. It was an incredibly risky journey to undertake - sometimes I wonder if he did that trip for private reasons, you know? To show others that he could
have spectacular adventures. What do you think, Olivia? Olivia: Well, I think it was more a matter of simply trying out his idea, to see if migration from the east was possible. Victor: Yes, that's probably it [26]. And the poor guy suffered a bit at that time because the war forced him to stop his work for some years... Olivia: Yes. When he got started again and planned his epic voyage, do you think it was important to him that he achieve
it before anyone else did? Victor: Uhm, I haven’t read anywhere that that was his motivation. The most important factor seems to have been that he
use only ancient techniques and local materials to build his raft [27]. Olivia: Yes. I wonder how fast it went. Victor: Well, it took them 97 days from South America to the Pacific Islands. Olivia: Mm. And after that, Heyerdahl went to Easter Island, didn't he? We should mention the purpose of that trip. I 
think he sailed there in a boat made out of reeds. Victor: No, that was later on in Egypt, Olivia. Olivia: Oh, yes, that’s right. Victor: But what he wanted to do was talk to the local people about their old stone carvings and then make one himself 
to learn more about the process[28]. Olivia: I see. Well, what a great life. Even though many of his theories have been disproven, he certainly left a lasting 
impression on many disciplines, didn’t he? To my mind, he was the first person to establish what modern academics call 
practical archaeology. I mean, that they try to recreate something from the past today , like he did with his raft trip[29]. 
It’s unfortunate that his ideas about where Polynesians originated from have been completely discredited. Victor: Yes. Right, well, I'll prepare a PowerPoint slide at the end that acknowledges our sources. I mainly used The Life
and Work of Thor Heyerdahl by William Oliver. I thought the research methods he used were very sound, although I 
must say I found the overall tone somewhat old-fashioned. I think they need to do a new, revised edition[30]. Olivia: Yeah, I agree. What about the subject matter - I found it really challenging! Victor: Well, it's a complex issue... Olivia: I thought the book had lots of good points. What did you think of...",T007
Q23,"['• greater _______ among companies', '• increase in power of large _______ companies', '• rising _______ in certain countries', '• more discussion with _______ before making business decisions', '• environmental concerns which may lead to more _______', '• more teams will be formed to work on a particular _______', '• businesses may need to offer hours that are _______ or the chance to work remotely', '• increasing need for managers to provide good _______', '• changes influenced by _______ taking senior roles', '• increase in number among _______ specialists']","['competition', 'global', 'demand', 'customers', 'regulation', 'project', 'flexible', 'leadership', 'women', 'self-employed']","Narrator: Well, I’ve been talking to managers in a number of businesses, and reading surveys about the future of 
management. And what I'm going to present in this seminar is a few ideas about how the activity is likely to change in 
the next ten years. It isn't a scientific, statistical analysis - just some ideas for us to discuss. One area I want to mention is business markets, and I’m sure a really significant development will be a major increase in 
competition [31], with companies from all round the world trying to sell similar products. Consumers will have much more choice - for instance, food products sold in Australia might be manufactured in the 
USA, China, Finland and dozens of other countries. At the same time, mergers and takeovers mean that governments are 
actually losing power to major global corporations [32]. We can probably all think of companies that exert a great deal of influence, which may be good for consumers. A third point I want to make about markets is that in the rapidly expanding economies, such as India, China, Brazil and 
Russia, demand is growing very fast [33]. This is putting pressure on resources all over the world. I think businesses are becoming more open to external 
influences. In particular, companies are consulting customers more and more before making their business decisions 
[34]. Companies are finding out what they want and providing it, instead of making products and then trying to sell them,
which is the model of years ago. Another influence is that concerns about the environment will force manufacturers to extend product, life cycles, to 
reduce the amount of pollution and waste. And in some cases, regulation will need to be strengthened [35]. Many societies are much more fluid and democratic, and the structure of companies is changing to reflect that. I think 
we're going to see a greater emphasis within companies on teams created with a specific project in mind [36]. And when 
they're completed, the teams will be disbanded and new ones formed. More and more people see work as simply one part of their lifestyle, and not the most important one, and as the 
workforce is shrinking in some countries, businesses are having to compete for staff instead of being able to choose 
among a lot of applicants. Typical examples that will attract and retain staff are traditional ones like flexible hours and - 
something that has been made possible by advances in technology - remote working [37], with people based at their 
home, abroad, or almost anywhere they choose. Management styles will almost certainly continue to change. Senior managers will require a lot more than the efficiency 
that they’ve always needed. Above all they'll need great skills in leadership [38], so that their organisation can initiate 
and respond to change in a fast-moving world, where they face lots of competing requirements and potential conflicts. In most of the world, the senior managers of large businesses are mainly men in their fifties and sixties. The predominant
style of management will almost certainly become more consultative and collaborative, caused above all, by more 
women moving into senior management positions [39]. Many of the changes are influenced by developments in the wider economy. The traditional emphasis of business was 
manufacturing, and of course the service sector is very important. But we shouldn’t overlook the growing financial 
contribution of IP, that is, intellectual property. Some books and films generate enormous sums from the sale of related 
DVDs, music, games, clothes, and so on. Another point I’d like to make is that although I’ve been talking about companies, one trend that they have to face is the 
move away from people working for the same employer for years. Instead, more and more people are becoming self-
employed [40], to gain the freedom and control over their lives that they’re unlikely to get from being employed.",T010
Q24,"['Age: 1 _______', 'Address: 2 _______ Road, Woodside, 4032', 'Phone: 3345 9865', 'Days enrolled for: Monday and 3 _______', 'Start time: 4 _______ am', 'Childcare group: the 5 _______ group', 'Which meals are required each day? 6 _______', 'Medical conditions: needs 7 _______', 'Emergency contact: Jenny 8 _______', 'Relationship to child: 9 _______', 'Phone: 3346 7523', 'Fees', 'Will pay each 10 _______']","['4', '46 Wombat', 'Thursday', '8.30', 'red', 'lunch', 'glasses', 'Ball', 'aunt', 'month']","IELTS Listening Section 1
Receptionist: Good morning. Welcome to the Early Learning Childcare Centre. How may I help you?
Caller: Hi. I spoke to you last week about enrolling my daughter for next year.
R: Oh, yes. I’ll just get some details from you. So, you're her mother?
C: That’s right.
R: And, can I have your name?
C: It’s Carol, Carol Smith.
R: And your daughter’s name?
C: It's Kate.
R: Now, we have several groups at the centre and we cater for children from three to five years old. How old is your 
daughter?
C: She’s three now but she turns four next month.
R: I’ll put four down because that's how old she'll be when she starts. [1]
C: Fine, she’s so excited about her birthday and coming to the centre.
R: That’s good to hear. And what's your address?
C: It’s 46 Wombat Road, that's W-O-M-B-A-T [2], Woodside 4032.
R: And what’s the phone number?
https://engexam.info/ielts-listening-practice-tests-printable/ – printable IELTS Listening tests 
Page 5
IELTS Listening – Practice Test 3
C: Oh... it’s... 3345 9865.
R: So, have you decided on the days you’d like to bring your daughter here?
C: I’d prefer Monday and Wednesday if possible.
R: Hmm. I'll check, Monday’s fine, but I think the centre is already full for Wednesday. Uhm. Yes. Sorry. It seems to be a
very popular day. We can offer you a Thursday or a Friday as well.
C: Oh dear. I suppose Thursday would be all right [3] because she has swimming on Friday.
R: OK, got that. Because a lot of parents work, we do offer flexible start and finish times. We are open from 7:30 in the 
morning until 6 o'clock at night.
What time would you like your daughter to start?
C: I need to get to work in the city by 9:00 so I'll drop her off at 8:30 [4]. You’re pretty close to the city here so that 
should give me plenty of time to get there.
R: That’s fine. Now, we also need to decide which group she'll be in. We have two different groups and they’re divided 
up according to age. There’s the green group, which is for three to four-year-olds. And then there’s the red group which is
for four- to five-year-olds.
C: She’s quite mature for her age and she can already write her name and read a little.
R: Well, I’ll put her in the red group [5] and we can always change her to the green one if there are any problems.
C: That sounds fine.
R: OK. Let's move on to meals. We can provide breakfast, lunch and dinner. As she’s finishing pretty early, she won't 
need dinner, will you give her breakfast before she comes?
C: Yes, she'll only need lunch. [6]
R: Now, does she have any medical conditions we need to know about? Does she have asthma or any hearing problems 
for example?
C: No. But she does need to wear glasses. [7]
R: Oh, I'll make a note of that.
C: Yes, she's pretty good about wearing them, she can’t see much without them.
R: Right. OK. Now, I also need emergency contact details.
C: So what sort of information do you need?
R: Just the name and number of a friend or family member we can contact in case we can’t get hold of you at any time.
C: That’d better be my sister... Jenny Ball . That’s B-A-double L [8]. Her phone number is 3346 7523.
R: Great. So she is the child's aunt?
C: Yes, that’s right. [9]
R: I’ll make a note of that as well. Now, is there anything you’d like to ask?
C: What about payment? How much are the fees each term?
R: Well, for two days and the hours you’ve chosen, that will be $450 altogether.
C: OK, and do I have lo pay that now?
R: No, we send out invoices once the children start at the centre. You can choose to pay at the end of each term or we do 
offer a slightly discounted rate if you pay every month.
C: Oh. I’ll do that then . I find it easier to budget that way and I’m not used to the term dates just yet. [10]
R: Good, it makes it a lot simpler for us as well. Well, that’s everything.",T002
