questionID,question,answer,transcript,typeID
Q22,"['Questions 11-14', 'Choose the correct letter, A, В or C.', 'New city developments', '11 The idea for the two new developments in the city came from', 'A local people', 'В the City Council', 'C the SWRDC', '12 What is unusual about Brackenside pool?', 'A its architectural style', 'В its heating system', 'C its method of water treatment', '13 Local newspapers have raised worries about', 'A the late opening date', 'В the cost of the project', 'C the size of the facilities', '14 What decision has not yet been made about the pool?', 'A whose statue will be at the door', 'В the exact opening times', 'C who will open it']","['A', 'C', 'C', 'A']","Narrator: Good morning. I’m very pleased to have this opportunity to say a little about two exciting new developments 
in the city: the Brackenside Open-Air Swimming Pool and the children’s Adventure Playground in Central Park. As 
many of you may know, the idea for these initiatives came from you, the public [11], in the extensive consultation 
exercise which the City Council conducted last year. And they have been realised using money from the SWRDC - the 
South West Regional Development Commission.
First of all, Brackenside Pool. As many of the older members of the audience will remember, there used to be a 
wonderful open-air pool on the sea front 30 years ago but it had to close when it was judged to be unsafe. For the design 
of this new heated pool, we were very happy to secure the talents of internationally renowned architect Ellen Wendon, 
who has managed to combine a charming 1930s design, which fits in so well with many of the other buildings in the 
area, with up-to-the-minute features such as a recycling system - the only one of its kind in the world - which enables 
seawater to be used in the pool [12].
Now, there has been quite a bit of discussion in the local press about whether there would be enough room for the 
number of visitors we’re hoping to attract [13], but the design is deceptive and there have been rigorous checks about 
capacity. Also, just in case you were wondering, we’re on schedule for a June 15th opening date and well within budget: 
a testimony to the excellent work of local contractors Hickman’s.
We hope that as many people as possible will be there on June 15th. We have engaged award winning actress Coral 
White to declare the pool open and there’ll be drinks and snacks available at the pool side. There'll also be a competition 
for the public to decide on the sculpture we plan to have at the entrance: you will decide which famous historical figure 
from the city we should have [14].",T005
Q23,"['Questions 15-20', 'Which feature is related to each of the following areas of the world represented in the playground? Choose SIX answers \nfrom the box and write the correct fetter, A - I next to questions 15-20.', 'Features', 'A ancient forts', 'В waterways', 'C ice and snow', 'D jewels', 'E local animals', 'F mountains', 'G music and film', 'H space travel', 'I volcanoes', 'Areas of the world', '15 Asia _______', '16 Antarctica _______', '17 South America _______', '18 North America _______', '19 Europe _______', '20 Africa _______']","['E', 'F', 'D', 'H', 'A', 'B']","And now, moving on to the Central Park Playground, which we’re pleased to announce has just won the Douglas Award 
for safety: the news came through only last week. The unique design is based on the concept of the Global Village, with 
the playground being divided into six areas showing different parts of the world - each with a representative feature. For 
example, there is a section on Asia, and this is represented by rides and equipment in the shape of snakes, orangutans, 
tigers and so on 
 
 
 - fauna native to the forests of the region.
 
 [15]
Moving south to the Antarctic - we couldn’t run to an ice rink I’m afraid but opted instead for climbing blocks in the 
shape of mountains [16] - I thought they could have had slides for the glaciers but the designers did want to avoid being 
too literal! Then on to South America - and here the theme is El Dorado - games replicating the search for mines full of 
precious stones [17]. And then moving up to North America, here there was considerable debate, I know the contribution 
of cinema and jazz was considered but the designers finally opted for rockets and the International Space Station [18]. 
Eastwards to Europe then, and perhaps the most traditional choice of all the areas: medieval castles and other 
fortifications [19]. Then last, but not least, moving south to Africa and a whole set of wonderful mosaics to represent the 
great rivers [20] of this fascinating and varied continent.
Now, the opening date for our Global Playground is 10th July. And again we'd love to see you there - so make a date and 
come and see this magnificent, original new amenity right in the heart of the city.",T006
Q24,"['Questions 21 and 22', 'Choose TWO letters, A-E.', 'Which TWO hobbies was Thor Heyerdahl very interested in as a youth?', 'A camping', 'В climbing', 'C collecting', 'D hunting', 'E reading']","['B', 'C']","IELTS Listening Section 3
Victor: Right, well, for our presentation shall I start with the early life of Thor Heyerdahl?
Olivia: Sure. Why don’t you begin with describing the type of boy he was, especially his passion for collecting things [21].
Victor: That’s right, he had his own little museum. And I think it’s unusual for children to develop their own values and 
not join in their parents’ hobbies. I’m thinking of how Heyerdahl wouldn’t go hunting with his dad, for example.
Olivia: Yeah, he preferred to learn about nature by listening to his mother read to him. And quite early on he knew he 
wanted to become an explorer when he grew up. That came from his camping trips he went on in Norway I think...
Victor: No, it was climbing that he spent his time on as a young man [22].",T005
Q25,"['Questions 23 and 24', 'Choose TWO letters, A-E.', 'Which do the speakers say are the TWO reasons why Heyerdahl went to live on an island?', 'A to examine ancient carvings', 'В to experience an isolated place', 'C to formulate a new theory', 'D to learn survival skills', 'E to study the impact of an extreme environment']","['B', 'E']","Olivia: Oh, right... After university he married a classmate and together, they decided to experience living on a small 
island, to find out how harsh weather conditions shaped people’s lifestyles [23].
Victor: As part of their preparation before they left home, they learnt basic survival skills like building a shelter. I guess 
they needed that knowledge in order to live wild in a remote location with few inhabitants, cut off by the sea, which is 
what they were aiming to do [24].",T005
Q26,"['Questions 25-30', 'Choose the correct letter, A, В or C.', 'The Later Life of Thor Heyerdahl', '25 According to Victor and Olivia, academics thought that Polynesian migration from the east was impossible due to', 'A the fact that Eastern countries were far away.', 'В the lack of materials for boat building.', 'C the direction of the winds and currents.', ""26 Which do the speakers agree was the main reason for Heyerdahl's raft journey?"", 'A to overcome a research setback', 'В to demonstrate a personal quality', 'C to test a new theory', '27 What was most important to Heyerdahl about his raft journey?', 'A the fact that he was the first person to do it', 'В the speed of crossing the Pacific', 'C the use of authentic construction methods', '28 Why did Heyerdahl go to Easter Island?', 'A to build a stone statue', 'В to sail a reed boat', 'C to learn the local language', '29 In Olivia’s opinion, Heyerdahl’s greatest influence was on', 'A theories about Polynesian origins.', 'В the development of archaeological methodology.', 'C establishing archaeology as an academic subject.', '30 Which criticism do the speakers make of William Oliver’s textbook?', 'A Its style is out of date.', 'В Its content is over-simplified.', 'C Its methodology is flawed.']","['A', 'C', 'C', 'A', 'B', 'A']","Olivia: An important part of your talk should be the radical theory Heyerdahl formed from examining mysterious ancient
carvings that he happened to find on the island. I think you should finish with that.
Victor: OK.
Olivia: All right, Victor, so after your part I’ll talk about Thor Heyerdahl’s adult life, continuing from the theory he had 
about Polynesian migration. Up until that time of course, academics had believed that humans first migrated to the 
islands in Polynesia from Asia, in the west.
Victor: Yes, they thought that travel from the east was impossible, because of the huge, empty stretch of ocean that lies 
between the islands and the nearest inhabited land[25].
Olivia: Yes, but Heyerdahl spent ages studying the cloud movements, ocean currents and wind patterns to find if it was 
actually possible. And another communities lying to the east of Polynesia. But Heyerdahl knew they made lots of coastal 
voyages in locally built canoes.
Victor: Yes, or sailing on rafts, as was shown by the long voyage that Heyerdahl did next. It was an incredibly risky 
journey to undertake - sometimes I wonder if he did that trip for private reasons, you know? To show others that he could
have spectacular adventures. What do you think, Olivia?
Olivia: Well, I think it was more a matter of simply trying out his idea, to see if migration from the east was possible.
Victor: Yes, that's probably it [26]. And the poor guy suffered a bit at that time because the war forced him to stop his 
work for some years...
Olivia: Yes. When he got started again and planned his epic voyage, do you think it was important to him that he achieve
it before anyone else did?
Victor: Uhm, I haven’t read anywhere that that was his motivation. The most important factor seems to have been that he
use only ancient techniques and local materials to build his raft [27].
Olivia: Yes. I wonder how fast it went.
Victor: Well, it took them 97 days from South America to the Pacific Islands.
Olivia: Mm. And after that, Heyerdahl went to Easter Island, didn't he? We should mention the purpose of that trip. I 
think he sailed there in a boat made out of reeds.
Victor: No, that was later on in Egypt, Olivia.
Olivia: Oh, yes, that’s right.
Victor: But what he wanted to do was talk to the local people about their old stone carvings and then make one himself 
to learn more about the process[28].
Olivia: I see. Well, what a great life. Even though many of his theories have been disproven, he certainly left a lasting 
impression on many disciplines, didn’t he? To my mind, he was the first person to establish what modern academics call 
practical archaeology. I mean, that they try to recreate something from the past today , like he did with his raft trip[29]. 
It’s unfortunate that his ideas about where Polynesians originated from have been completely discredited.
Victor: Yes. Right, well, I'll prepare a PowerPoint slide at the end that acknowledges our sources. I mainly used The Life
and Work of Thor Heyerdahl by William Oliver. I thought the research methods he used were very sound, although I 
must say I found the overall tone somewhat old-fashioned. I think they need to do a new, revised edition[30].
Olivia: Yeah, I agree. What about the subject matter - I found it really challenging!
Victor: Well, it's a complex issue...
Olivia: I thought the book had lots of good points. What did you think of...",T007
Q27,"['Complete the notes below.', 'Write ONE WORD ONLY for each answer.', 'The Future of Management', 'Business markets', '• greater 31 _______ among companies', '• increase in power of large 32 _______ companies', '• rising 33 _______ in certain countries', 'External influences on businesses', '• more discussion with 34 _______ before making business decisions', '• environmental concerns which may lead to more 35 _______', 'Business structures', '• more teams will be formed to work on a particular 36 _______', '• businesses may need to offer hours that are 37 _______ or the chance to work remotely', 'Management styles', '• increasing need for managers to provide good 38 _______', '• changes influenced by 39 _______ taking senior roles', '• increase in number among 40 _______ specialists']","['competition', 'global', 'demand', 'customers', 'regulation', 'project', 'flexible', 'leadership', 'women', 'self-employed']","IELTS Listening Section 4
Narrator: Well, I’ve been talking to managers in a number of businesses, and reading surveys about the future of 
management. And what I'm going to present in this seminar is a few ideas about how the activity is likely to change in 
the next ten years. It isn't a scientific, statistical analysis - just some ideas for us to discuss.
One area I want to mention is business markets, and I’m sure a really significant development will be a major increase in 
competition [31], with companies from all round the world trying to sell similar products.
Consumers will have much more choice - for instance, food products sold in Australia might be manufactured in the 
USA, China, Finland and dozens of other countries. At the same time, mergers and takeovers mean that governments are 
actually losing power to major global corporations [32].
We can probably all think of companies that exert a great deal of influence, which may be good for consumers.
A third point I want to make about markets is that in the rapidly expanding economies, such as India, China, Brazil and 
Russia, demand is growing very fast [33].
This is putting pressure on resources all over the world. I think businesses are becoming more open to external 
influences. In particular, companies are consulting customers more and more before making their business decisions 
[34]. Companies are finding out what they want and providing it, instead of making products and then trying to sell them,
which is the model of years ago.
Another influence is that concerns about the environment will force manufacturers to extend product, life cycles, to 
reduce the amount of pollution and waste. And in some cases, regulation will need to be strengthened [35].
Many societies are much more fluid and democratic, and the structure of companies is changing to reflect that. I think 
we're going to see a greater emphasis within companies on teams created with a specific project in mind [36]. And when 
they're completed, the teams will be disbanded and new ones formed.
More and more people see work as simply one part of their lifestyle, and not the most important one, and as the 
workforce is shrinking in some countries, businesses are having to compete for staff instead of being able to choose 
among a lot of applicants. Typical examples that will attract and retain staff are traditional ones like flexible hours and - 
something that has been made possible by advances in technology - remote working [37], with people based at their 
home, abroad, or almost anywhere they choose.
Management styles will almost certainly continue to change. Senior managers will require a lot more than the efficiency 
that they’ve always needed. Above all they'll need great skills in leadership [38], so that their organisation can initiate 
and respond to change in a fast-moving world, where they face lots of competing requirements and potential conflicts.
In most of the world, the senior managers of large businesses are mainly men in their fifties and sixties. The predominant
style of management will almost certainly become more consultative and collaborative, caused above all, by more 
women moving into senior management positions [39].
Many of the changes are influenced by developments in the wider economy. The traditional emphasis of business was 
manufacturing, and of course the service sector is very important. But we shouldn’t overlook the growing financial 
contribution of IP, that is, intellectual property. Some books and films generate enormous sums from the sale of related 
DVDs, music, games, clothes, and so on.
Another point I’d like to make is that although I’ve been talking about companies, one trend that they have to face is the 
move away from people working for the same employer for years. Instead, more and more people are becoming self-
employed [40], to gain the freedom and control over their lives that they’re unlikely to get from being employed.",T011
Q28,"['Age: 1 _______', 'Address: 2 _______ Road, Woodside, 4032', 'Days enrolled for: Monday and 3 _______', 'Start time: 4 _______ am', 'Childcare group: the 5 _______ group', 'Which meals are required each day? 6 _______', 'Medical conditions: needs 7 _______', 'Emergency contact: Jenny 8 _______', 'Relationship to child: 9 _______', 'Will pay each 10 _______']","['4', '46 Wombat', 'Thursday', '8.30', 'red', 'lunch', 'glasses', 'Ball', 'aunt', 'month']","Receptionist: Good morning. Welcome to the Early Learning Childcare Centre. How may I help you?
Caller: Hi. I spoke to you last week about enrolling my daughter for next year.
R: Oh, yes. I’ll just get some details from you. So, you're her mother?
C: That’s right.
R: And, can I have your name?
C: It’s Carol, Carol Smith.
R: And your daughter’s name?
C: It's Kate.
R: Now, we have several groups at the centre and we cater for children from three to five years old. How old is your 
daughter?
C: She’s three now but she turns four next month.
R: I’ll put four down because that's how old she'll be when she starts. 
C: Fine, she’s so excited about her birthday and coming to the centre.
R: That’s good to hear. And what's your address?
C: It’s 46 Wombat Road, that's W-O-M-B-A-T , Woodside 4032.
R: And what’s the phone number?
C: Oh... it’s... 3345 9865.
R: So, have you decided on the days you’d like to bring your daughter here?
C: I’d prefer Monday and Wednesday if possible.
R: Hmm. I'll check, Monday’s fine, but I think the centre is already full for Wednesday. Uhm. Yes. Sorry. It seems to be a
very popular day. We can offer you a Thursday or a Friday as well.
C: Oh dear. I suppose Thursday would be all right because she has swimming on Friday.
R: OK, got that. Because a lot of parents work, we do offer flexible start and finish times. We are open from 7:30 in the 
morning until 6 o'clock at night.
What time would you like your daughter to start?
C: I need to get to work in the city by 9:00 so I'll drop her off at 8:30 . You’re pretty close to the city here so that 
should give me plenty of time to get there.
R: That’s fine. Now, we also need to decide which group she'll be in. We have two different groups and they’re divided 
up according to age. There’s the green group, which is for three to four-year-olds. And then there’s the red group which is
for four- to five-year-olds.
C: She’s quite mature for her age and she can already write her name and read a little.
R: Well, I’ll put her in the red group and we can always change her to the green one if there are any problems.
C: That sounds fine.
R: OK. Let's move on to meals. We can provide breakfast, lunch and dinner. As she’s finishing pretty early, she won't 
need dinner, will you give her breakfast before she comes?
C: Yes, she'll only need lunch. 
R: Now, does she have any medical conditions we need to know about? Does she have asthma or any hearing problems 
for example?
C: No. But she does need to wear glasses. 
R: Oh, I'll make a note of that.
C: Yes, she's pretty good about wearing them, she can’t see much without them.
R: Right. OK. Now, I also need emergency contact details.
C: So what sort of information do you need?
R: Just the name and number of a friend or family member we can contact in case we can’t get hold of you at any time.
C: That’d better be my sister... Jenny Ball . That’s B-A-double L . Her phone number is 3346 7523.
R: Great. So she is the child's aunt?
C: Yes, that’s right. 
R: I’ll make a note of that as well. Now, is there anything you’d like to ask?
C: What about payment? How much are the fees each term?
R: Well, for two days and the hours you’ve chosen, that will be $450 altogether.
C: OK, and do I have lo pay that now?
R: No, we send out invoices once the children start at the centre. You can choose to pay at the end of each term or we do 
offer a slightly discounted rate if you pay every month.
C: Oh. I’ll do that then . I find it easier to budget that way and I’m not used to the term dates just yet. 
R: Good, it makes it a lot simpler for us as well. Well, that’s everything.",T002
Q29,"['Which TWO things does Alice say about the Dolphin Conservation Trust?', 'A Children make up most of the membership', 'В It’s the country’s largest conservation organisation', 'C It helps finance campaigns for changes in fishing practices', 'D It employs several dolphin experts full-time', 'E Volunteers help in various ways']","['C', 'E']","Interviewer: Today we're pleased to have on the show Alice Bussell from the Dolphin Conservation Trust. Tell us about 
the Trust, Alice.
Alice: Well, obviously its purpose is to protect dolphins in seas all around the world. It tries to raise people’s awareness 
of the problems these marine creatures are suffering because of pollution and other threats. It started ten years ago and 
it’s one of the fastest growing animal charities in the country — although it's still fairly small compared with the big 
players in animal protection. We are particularly proud of the work we do in education — last year we visited a huge 
number of schools in different parts of the country, going round to talk to children and young people aged from five to 
eighteen. In fact, about thirty-five per cent of our members are children. The charity uses its money to support campaigns
— for example, for changes in fishing policy and so forth. 
It hopes soon to be able to employ its first full-time biologist — with dolphin expertise — to monitor populations. Of 
course, many people give their services on a voluntary basis and we now have volunteers working in observation, office 
work and other things. 
I should also tell you about the award we won from the Charity Commission last year — for our work in education. 
Although it’s not meant an enormous amount of money for us, it has made our activities even more widely publicised 
and understood. In the long term it may not bring in extra members but we’re hoping it'll have this effect.
Interviewer: Is it possible to see dolphins in UK waters?
Alice: Yes. In several locations. And we have a big project in the east part of Scotland. This has long been a haven for 
dolphins because it has very little shipping. However, that may be about to change soon because oil companies want to 
increase exploration there. We’re campaigning against this because, although there’ll be little pollution from oil, 
exploration creates a lot of underwater noise . It means the dolphins can’t rest and socialise. This is how I became 
interested in dolphin conservation in the first place.
I had never seen one and I hadn’t been particularly interested in them at school. Then I came across this story about a 
family of dolphins who had to leave their home in the Moray Firth because of the oil companies and about a child who 
campaigns to save them. I couldn't put the book down - I was hooked. 
Interviewer: I'm sure our listeners will want to find out what they can do to help. You mentioned the 'Adopt a Dolphin’ 
scheme. Can you tell us about that?
Alice: Of course! People can choose one of our dolphins to sponsor. They receive a picture of it and news updates. I’d 
like to tell you about four which are currently being adopted by our members: Moondancer, Echo, Kiwi and Samson. 
Unfortunately, Echo is being rather elusive this year and hasn't yet been sighted by our observers , but we remain 
optimistic that he’ll be out there soon. All the others have been out in force - Samson and Moondancer are often 
photographed together but it is Kiwi who's our real 'character' as she seems to love coming up close for the cameras and 
we've captured her on film hundreds of times .
They all have their own personalities - Moondancer is very elegant and curves out and into the water very smoothly, 
whereas Samson has a lot of energy - he’s always leaping out of the water with great vigour . You’d probably expect 
him to be the youngest - he's not quite - that’s Kiwi - but Samson’s the latest of our dolphins to be chosen for the scheme 
.
Kiwi makes a lot of noise so we can often pick her out straightaway. Echo and Moondancer are noisy too, but 
Moondancer's easy to find because she has a particularly large fin on her back , which makes her easy to identify. So,
yes, they're all very different.",T005
Q30,"['13 Why is Alice so pleased the Trust has won the Charity Commission award?', 'A It has brought in extra money', 'В It made the work of the trust better known', 'C It has attracted more members', '14 Alice says oil exploration causes problems to dolphins because of ...', 'A noise', 'В oil leaks', 'C movement of ships', '15 Alice became interested in dolphins when', 'A she saw one swimming near her home', 'В she heard a speaker at her school', 'C she read a book about them']","['B', 'A', 'C']","Interviewer: Today we're pleased to have on the show Alice Bussell from the Dolphin Conservation Trust. Tell us about 
the Trust, Alice.
Alice: Well, obviously its purpose is to protect dolphins in seas all around the world. It tries to raise people’s awareness 
of the problems these marine creatures are suffering because of pollution and other threats. It started ten years ago and 
it’s one of the fastest growing animal charities in the country — although it's still fairly small compared with the big 
players in animal protection. We are particularly proud of the work we do in education — last year we visited a huge 
number of schools in different parts of the country, going round to talk to children and young people aged from five to 
eighteen. In fact, about thirty-five per cent of our members are children. The charity uses its money to support campaigns
— for example, for changes in fishing policy and so forth. 
It hopes soon to be able to employ its first full-time biologist — with dolphin expertise — to monitor populations. Of 
course, many people give their services on a voluntary basis and we now have volunteers working in observation, office 
work and other things. 
I should also tell you about the award we won from the Charity Commission last year — for our work in education. 
Although it’s not meant an enormous amount of money for us, it has made our activities even more widely publicised 
and understood. In the long term it may not bring in extra members but we’re hoping it'll have this effect.
Interviewer: Is it possible to see dolphins in UK waters?
Alice: Yes. In several locations. And we have a big project in the east part of Scotland. This has long been a haven for 
dolphins because it has very little shipping. However, that may be about to change soon because oil companies want to 
increase exploration there. We’re campaigning against this because, although there’ll be little pollution from oil, 
exploration creates a lot of underwater noise . It means the dolphins can’t rest and socialise. This is how I became 
interested in dolphin conservation in the first place.
I had never seen one and I hadn’t been particularly interested in them at school. Then I came across this story about a 
family of dolphins who had to leave their home in the Moray Firth because of the oil companies and about a child who 
campaigns to save them. I couldn't put the book down - I was hooked. 
Interviewer: I'm sure our listeners will want to find out what they can do to help. You mentioned the 'Adopt a Dolphin’ 
scheme. Can you tell us about that?
Alice: Of course! People can choose one of our dolphins to sponsor. They receive a picture of it and news updates. I’d 
like to tell you about four which are currently being adopted by our members: Moondancer, Echo, Kiwi and Samson. 
Unfortunately, Echo is being rather elusive this year and hasn't yet been sighted by our observers , but we remain 
optimistic that he’ll be out there soon. All the others have been out in force - Samson and Moondancer are often 
photographed together but it is Kiwi who's our real 'character' as she seems to love coming up close for the cameras and 
we've captured her on film hundreds of times .
They all have their own personalities - Moondancer is very elegant and curves out and into the water very smoothly, 
whereas Samson has a lot of energy - he’s always leaping out of the water with great vigour . You’d probably expect 
him to be the youngest - he's not quite - that’s Kiwi - but Samson’s the latest of our dolphins to be chosen for the scheme 
.
Kiwi makes a lot of noise so we can often pick her out straightaway. Echo and Moondancer are noisy too, but 
Moondancer's easy to find because she has a particularly large fin on her back , which makes her easy to identify. So,
yes, they're all very different.",T007
Q31,"['Which dolphin does Alice make each of the following comments about?', 'Write the correct letter, А, В, C or D, next to questions 16-20.', 'Dolphins', 'A Moon dancer', 'В Echo', 'C Kiwi', 'D Samson', 'Comments', '16 It has not been seen this year', '17 It is photographed more than the others', '18 It is always very energetic', '19 It is the newest one in the scheme', '20 It has an unusual shape']","['B', 'C', 'D', 'D', 'A']","Interviewer: Today we're pleased to have on the show Alice Bussell from the Dolphin Conservation Trust. Tell us about 
the Trust, Alice.
Alice: Well, obviously its purpose is to protect dolphins in seas all around the world. It tries to raise people’s awareness 
of the problems these marine creatures are suffering because of pollution and other threats. It started ten years ago and 
it’s one of the fastest growing animal charities in the country — although it's still fairly small compared with the big 
players in animal protection. We are particularly proud of the work we do in education — last year we visited a huge 
number of schools in different parts of the country, going round to talk to children and young people aged from five to 
eighteen. In fact, about thirty-five per cent of our members are children. The charity uses its money to support campaigns
— for example, for changes in fishing policy and so forth. 
It hopes soon to be able to employ its first full-time biologist — with dolphin expertise — to monitor populations. Of 
course, many people give their services on a voluntary basis and we now have volunteers working in observation, office 
work and other things. 
I should also tell you about the award we won from the Charity Commission last year — for our work in education. 
Although it’s not meant an enormous amount of money for us, it has made our activities even more widely publicised 
and understood. In the long term it may not bring in extra members but we’re hoping it'll have this effect.
Interviewer: Is it possible to see dolphins in UK waters?
Alice: Yes. In several locations. And we have a big project in the east part of Scotland. This has long been a haven for 
dolphins because it has very little shipping. However, that may be about to change soon because oil companies want to 
increase exploration there. We’re campaigning against this because, although there’ll be little pollution from oil, 
exploration creates a lot of underwater noise . It means the dolphins can’t rest and socialise. This is how I became 
interested in dolphin conservation in the first place.
I had never seen one and I hadn’t been particularly interested in them at school. Then I came across this story about a 
family of dolphins who had to leave their home in the Moray Firth because of the oil companies and about a child who 
campaigns to save them. I couldn't put the book down - I was hooked. 
Interviewer: I'm sure our listeners will want to find out what they can do to help. You mentioned the 'Adopt a Dolphin’ 
scheme. Can you tell us about that?
Alice: Of course! People can choose one of our dolphins to sponsor. They receive a picture of it and news updates. I’d 
like to tell you about four which are currently being adopted by our members: Moondancer, Echo, Kiwi and Samson. 
Unfortunately, Echo is being rather elusive this year and hasn't yet been sighted by our observers , but we remain 
optimistic that he’ll be out there soon. All the others have been out in force - Samson and Moondancer are often 
photographed together but it is Kiwi who's our real 'character' as she seems to love coming up close for the cameras and 
we've captured her on film hundreds of times .
They all have their own personalities - Moondancer is very elegant and curves out and into the water very smoothly, 
whereas Samson has a lot of energy - he’s always leaping out of the water with great vigour . You’d probably expect 
him to be the youngest - he's not quite - that’s Kiwi - but Samson’s the latest of our dolphins to be chosen for the scheme 
.
Kiwi makes a lot of noise so we can often pick her out straightaway. Echo and Moondancer are noisy too, but 
Moondancer's easy to find because she has a particularly large fin on her back , which makes her easy to identify. So,
yes, they're all very different.",T006
Q32,"['21 What helped Rob to prepare to play the character of a doctor?', 'A the stories his grandfather told him', 'В the times when he watched his grandfather working', 'C the way he imagined his grandfather at work', '22 In the play’s first scene, the boredom of village life was suggested by', 'A repetition of words and phrases', 'В scenery painted in dull colours', 'C long pauses within conversations', '23 What has Rob learned about himself through working in a group?', 'A He likes to have clear guidelines', 'В He copes well with stress', 'C He thinks he is a good leader', '24 To support the production, research material was used which described', 'A political developments', 'В changing social attitudes', 'C economic transformations', '25 What problem did the students overcome in the final rehearsal?', 'A one person forgetting their words', 'В an equipment failure', 'C the injury of one character']","['C', 'A', 'A', 'B', 'B']","Mia: Hi, Rob. How's the course going?
Rob: Oh, hi, Mia. Yeah, great. I can’t believe the first term’s nearly over.
Mia: I saw your group’s performance last night at the student theatre. It was good.
Rob: Really? Yeah... but now we have to write a report on the whole thing, an in-depth analysis. I don't know where to 
start. Like, I have to write about the role I played, the doctor, how I developed the character.
Mia: Well, what was your starting point?
Rob: Er... my grandfather was a doctor before he retired, and I just based it on him.
Mia: OK, but how? Did you talk to him about it?
Rob: He must have all sorts of stories, but he never says much about his work, even now. He has a sort of authority 
though.
Mia: So how did you manage to capture that?
Rob: I’d... I’d visualise what he must have been like in the past, when he was sitting in his consulting room listening to 
his patients. 
Mia: OK, so that’s what you explain in your report.
Rob: Right.
Mia: Then there’s the issue of atmosphere - so in the first scene we needed to know how boring life was in the doctor's 
village in the 1950s, so when the curtain went up on the first scene in the waiting room, there was that long silence 
before anyone spoke. And then people kept saying the same thing over and over, like 'Cold, isn't it?' 
Rob: Yes, and everyone wore grey and brown, and just sat in a row.
Mia: Yes, all those details of the production.
Rob: And I have to analyse how I functioned in the group — what I found out about myself. I know I was so frustrated 
at times, when we couldn’t agree.
Mia: Yes. So did one person emerge as the leader?
Rob: Sophia did. That was OK — she helped us work out exactly what to do for the production. And that made me feel 
better . I suppose.
Mia: When you understood what needed doing?
Rob: Yes. And Sophia did some research, too. That was useful in developing our approach.
Mia: Like what?
Rob: Well, she found these articles from the 1950s about how relationships between children and their parents, or 
between the public and people like bank managers or the police were shifting .
Mia: Interesting. And did you have any practical problems to overcome?
Rob: Well, in the final rehearsal everything was going fine until the last scene — that’s where the doctor's first patient 
appears on stage on his own.
Mia: The one in the wheelchair?
Rob: Yes, and he had this really long speech, with the stage all dark except for one spotlight — and then that stuck 
somehow so it was shining on the wrong side of the stage ... but anyway we got that fixed, thank goodness.
Mia: Yes, it was fine on the night.
Rob: But while you're here, Mia, I wanted to ask you about the year abroad option. Would you recommend doing that?
Mia: Yes, definitely: It’s a fantastic chance to study in another country for a year.
Rob: I think I’d like to do it, but it looks very competitive - there’s only a limited number of places.
Mia: Yes, so next year when you are in the second year of the course, you need to work really hard in all your theatre 
studies modules. Only students with good marks get places — you have to prove that you know your subject really 
well.
Rob: Right. So how did you choose where to go?
Mia: Well. I decided I wanted a programme that would fit in with what I wanted to do after I graduate, so I looked for a 
university with emphasis on acting rather than directing for example . It depends on you.
Then about six months before you go, you have to email the scheme coordinator with your top three choices. I had a 
friend who missed the deadline and didn’t get her first choice, so you do need to get a move on at that stage . You’ll 
find that certain places are very popular with everyone.
Rob: And don’t you have to write a personal statement at that stage?
Mia: Yes.
Rob: Right. I'll get some of the final year students to give me some tips... maybe see if I can read what they wrote .
Mia: I think that's a very good idea. I don’t mind showing you what I did. And while you’re abroad don't make the 
mistake I made. I got so involved I forgot all about making arrangements for when I came back here for the final year. 
Make sure you stay in touch so they know your choices for the optional modules .
",T007
